N2O (+M) <=> N2 + O (+M),0.04004553463633302
H + N2O <=> N2 + OH,-0.02694295817234455
H + O2 <=> O + OH,0.6825888808138837
H2 + O <=> H + OH,0.04047442329873477
H2 + OH <=> H + H2O,0.026877041335936838
2 OH <=> H2O + O,0.028314894562130953
H + O2 (+M) <=> HO2 (+M),-0.09076348395859243
H + NH2 (+M) <=> NH3 (+M),-0.17971786624937908
H + NH3 <=> H2 + NH2,-0.011641190112270423
NH3 + O <=> NH2 + OH,0.03449480291256787
NH3 + OH <=> H2O + NH2,-0.018506210306550294
H + NH2 <=> H2 + NH,-0.020839882573630963
NH2 + O <=> H + HNO,-0.05842843793379531
NH2 + O <=> H2 + NO,-0.026502326487698104
NH + NH2 <=> H + tHNNH,0.09725869942790302
NH + NH2 <=> H + cHNNH,0.05251922000859298
N + NH2 <=> H + NNH,0.024127755107119134
HNO + NH2 <=> NH3 + NO,-0.013709420688462471
NH2 + NO <=> H2O + N2,-0.031215073302082754
NH2 + NO <=> NNH + OH,0.0913139888268881
H + NH <=> H2 + N,-0.023960271513202572
NH + O <=> H + NO,-0.024908662729347508
NH + OH <=> H + HNO,-0.027401850924857106
NH + OH <=> H2 + NO,-0.013627168044081425
NH + OH <=> H2O + N,-0.010209257552496128
NH + NO <=> H + N2O,-0.023944382122660725
HNO <=> H + NO,0.03903890054761426
H + HNO <=> H2 + NO,-0.021836848875039182
tHNNH (+M) <=> H + NNH (+M),0.012796566479889668
H + tHNNH <=> H2 + NNH,-0.027656025739875915
cHNNH (+M) <=> H + NNH (+M),0.06730500440193601
H + cHNNH <=> H2 + NNH,-0.023879014044162827
H2NN <=> H2 + N2,-0.01291777479561547
