HCCOH              2   436.000     3.970     0.000     0.000     2.000

C2                 1    97.530     3.621     0.000     1.760     4.000

H2C4O              2   357.000     5.180     0.000     0.000     1.000 ! JAM

C2O                1   232.400     3.828     0.000     0.000     1.000 ! *

C6H5               2   412.300     5.349     0.000     0.000     1.000 ! JAM

C6H6               2   412.300     5.349     0.000     0.000     1.000 ! SVE

NC4H5              2   357.0       5.18      0.0       0.0       1.0   ! Chemkin IV

IC4H5              2   357.0       5.18      0.0       0.0       1.0   ! Chemkin IV

UC4H8              2   357.000     5.176     0.000     0.000     1.000 ! +

T2C4H8             2   357.000     5.176     0.000     0.000     1.000 ! +

C2C4H8             2   412.300     5.349     0.000     0.000     1.000 ! +

C4H7_3             2   357.000     5.180     0.000     0.000     1.000 ! +

$MEALL             2   357.000     5.180     0.000     0.000     1.000 !   
C3H4C              1   252.000     4.760     0.000     0.000     1.000 ! +

C2H4O              2   436.000     3.970     0.000     0.000     2.000 ! +

CH3HCO             2   436.000     3.970     0.000     0.000     2.000 ! +

C6H5O              2   450.000     5.500     0.000     0.000     1.000 ! JAM

AR                 0   136.500     3.330     0.000     0.000     0.000          
C2H                1   209.000     4.100     0.000     0.000     2.500          
C2H2               1   209.000     4.100     0.000     0.000     2.500          
C2H2OH             2   224.700     4.162     0.000     0.000     1.000          
C2H3               2   209.000     4.100     0.000     0.000     1.000          
C2H3CHO            2   209.000     4.100     0.000     0.000     1.000          
C2H3CO             2   209.000     4.100     0.000     0.000     1.000          
C2H3CO2            2   209.000     4.100     0.000     0.000     1.000          
C2H3CO3            2   209.000     4.100     0.000     0.000     1.000          
C2H3CO3H           2   209.000     4.100     0.000     0.000     1.000          
C2H4               2   280.800     3.971     0.000     0.000     1.500          
PC2H4OH            2   280.800     3.971     0.000     0.000     1.500          
SC2H4OH            2   280.800     3.971     0.000     0.000     1.500          
C2H5               2   252.300     4.302     0.000     0.000     1.500          
C2H5O              2   252.300     4.302     0.000     0.000     1.500          
C2H5OH             2   252.300     4.302     0.000     0.000     1.500          
C2H5O2             2   252.300     4.302     0.000     0.000     1.500          
C2H5O2H            2   252.300     4.302     0.000     0.000     1.500          
C2H5CHO            2   252.300     4.302     0.000     0.000     1.500          
C2H5CO             2   252.300     4.302     0.000     0.000     1.500          
C2H5CO2            2   252.300     4.302     0.000     0.000     1.500          
C2H5CO3            2   252.300     4.302     0.000     0.000     1.500          
C2H5CO3H           2   252.300     4.302     0.000     0.000     1.500          
C2H6               2   252.300     4.302     0.000     0.000     1.500          
C2N2               1   349.000     4.361     0.000     0.000     1.000          
C3H2               2   209.000     4.100     0.000     0.000     1.000          
C3H3               1   252.000     4.760     0.000     0.000     1.000          
H2CCCH             1   252.000     4.760     0.000     0.000     1.000          
C3H4               1   252.000     4.760     0.000     0.000     1.000          
PC3H4              1   252.000     4.760     0.000     0.000     1.000          
AC3H4              1   252.000     4.760     0.000     0.000     1.000          
C3H6               2   266.800     4.982     0.000     0.000     1.000          
C3H6O              2   266.800     4.982     0.000     0.000     1.000          
C3H6OH             2   266.800     4.982     0.000     0.000     1.000          
C3H5               2   266.800     4.982     0.000     0.000     1.000          
AC3H5              2   266.800     4.982     0.000     0.000     1.000          
TC3H5              2   266.800     4.982     0.000     0.000     1.000          
SC3H5              2   266.800     4.982     0.000     0.000     1.000          
C3H5O              2   266.800     4.982     0.000     0.000     1.000          
C3H5O2             2   266.800     4.982     0.000     0.000     1.000          
C3H5OOH            2   266.800     4.982     0.000     0.000     1.000          
CH3COCH2           2   266.800     4.982     0.000     0.000     1.000          
CH3COCH3           2   266.800     4.982     0.000     0.000     1.000          
CH2CHOCH2          2   266.800     4.982     0.000     0.000     1.000          
CHCHCH3            2   266.800     4.982     0.000     0.000     1.000          
C3H5O_C            2   266.800     4.982     0.000     0.000     1.000          
C3H7               2   266.800     4.982     0.000     0.000     1.000          
NC3H7              2   266.800     4.982     0.000     0.000     1.000          
NC3H7O             2   266.800     4.982     0.000     0.000     1.000          
NC3H7O2            2   266.800     4.982     0.000     0.000     1.000          
HOC3H6O2           2   266.800     4.982     0.000     0.000     1.000          
NC3H7O2H           2   266.800     4.982     0.000     0.000     1.000          
IC3H7              2   266.800     4.982     0.000     0.000     1.000          
C3H7CHO            2   266.800     4.982     0.000     0.000     1.000          
IC3H7O             2   266.800     4.982     0.000     0.000     1.000          
IC3H7O2            2   266.800     4.982     0.000     0.000     1.000          
IC3H7O2H           2   266.800     4.982     0.000     0.000     1.000          
C3H8               2   266.800     4.982     0.000     0.000     1.000          
C4H                1   357.000     5.180     0.000     0.000     1.000          
C4H2               1   357.000     5.180     0.000     0.000     1.000          
C4H2OH             2   224.700     4.162     0.000     0.000     1.000          
C4H3               1   357.000     5.180     0.000     0.000     1.000          
IC4H3              1   357.000     5.180     0.000     0.000     1.000          
NC4H3              1   357.000     5.180     0.000     0.000     1.000          
H2CCCCH            1   357.00      5.180     0.000     0.000     1.000
C4H4               1   357.000     5.180     0.000     0.000     1.000          
C4H6               2   357.000     5.176     0.000     0.000     1.000          
C4H8               2   357.000     5.176     0.000     0.000     1.000          
C4H8_1             2   357.000     5.176     0.000     0.000     1.000          
C4H8O_1            2   357.000     5.176     0.000     0.000     1.000          
C4H8O_2            2   357.000     5.176     0.000     0.000     1.000          
C4H8O_3            2   357.000     5.176     0.000     0.000     1.000          
C4H8O_C            2   357.000     5.176     0.000     0.000     1.000          
C4H8O_2MO          2   357.000     5.176     0.000     0.000     1.000          
C4H8_2             2   357.000     5.176     0.000     0.000     1.000          
C4H7               2   357.000     5.176     0.000     0.000     1.000          
C4H7O              2   357.000     5.176     0.000     0.000     1.000          
C4H7O_C            2   357.000     5.176     0.000     0.000     1.000          
C4H7O_1            2   357.000     5.176     0.000     0.000     1.000          
C4H7O_2            2   357.000     5.176     0.000     0.000     1.000          
C4H7O_3            2   357.000     5.176     0.000     0.000     1.000          
C4H7O_2MO          2   357.000     5.176     0.000     0.000     1.000          
C4H9               2   357.000     5.176     0.000     0.000     1.000          
PC4H9              2   357.000     5.176     0.000     0.000     1.000          
PC4H9O             2   357.000     5.176     0.000     0.000     1.000          
C4H8OH_1           2   357.000     5.176     0.000     0.000     1.000          
C4H8OH_2           2   357.000     5.176     0.000     0.000     1.000          
C4H9O2_1           2   357.000     5.176     0.000     0.000     1.000          
C4H9O2_2           2   357.000     5.176     0.000     0.000     1.000          
C4H9O2_3           2   357.000     5.176     0.000     0.000     1.000          
C4H9O2_4           2   357.000     5.176     0.000     0.000     1.000          
C4H9O2_5           2   357.000     5.176     0.000     0.000     1.000          
PC4H9O2            2   357.000     5.176     0.000     0.000     1.000          
C4H9O4_1           2   357.000     5.176     0.000     0.000     1.000          
C4H9O4_2           2   357.000     5.176     0.000     0.000     1.000          
C4H9O4_3           2   357.000     5.176     0.000     0.000     1.000          
C4H9O4_4           2   357.000     5.176     0.000     0.000     1.000          
C4H9O4_5           2   357.000     5.176     0.000     0.000     1.000          
C4H9O4_6           2   357.000     5.176     0.000     0.000     1.000          
C4H9O4_7           2   357.000     5.176     0.000     0.000     1.000          
C4H9O4_8           2   357.000     5.176     0.000     0.000     1.000          
C4H9O3_1           2   357.000     5.176     0.000     0.000     1.000          
C4H9O3_2           2   357.000     5.176     0.000     0.000     1.000          
PC4H9O2H           2   357.000     5.176     0.000     0.000     1.000          
SC4H9              2   357.000     5.176     0.000     0.000     1.000          
SC4H9O             2   357.000     5.176     0.000     0.000     1.000          
SC4H9O2            2   357.000     5.176     0.000     0.000     1.000          
SC4H9O2H           2   357.000     5.176     0.000     0.000     1.000          
C4H10              2   357.000     5.176     0.000     0.000     1.000          
NC4H10             2   357.000     5.176     0.000     0.000     1.000  
IC4H10             2   357.000     5.176     0.000     0.000     1.000
IC4H9              2   357.000     5.176     0.000     0.000     1.000
TC4H9              2   357.000     5.176     0.000     0.000     1.000
IC4H8              2   357.000     5.176     0.000     0.000     1.000
IC4H7              2   357.000     5.176     0.000     0.000     1.000
IC5H12             2   357.000     5.176     0.000     0.000     1.000
IC5H11_1           2   357.000     5.176     0.000     0.000     1.000
IC5H11             2   357.000     5.176     0.000     0.000     1.000
IC5H11_2           2   357.000     5.176     0.000     0.000     1.000
IC5H11_3           2   357.000     5.176     0.000     0.000     1.000
IC5H11_4           2   357.000     5.176     0.000     0.000     1.000      
C5H9               2   357.000     5.176     0.000     0.000     1.000          
C5H9_1             2   357.000     5.176     0.000     0.000     1.000
C5H10              2   357.000     5.176     0.000     0.000     1.000          
C5H10_1            2   357.000     5.176     0.000     0.000     1.000          
C5H10_2            2   357.000     5.176     0.000     0.000     1.000          
C5H11_1            2   357.000     5.176     0.000     0.000     1.000          
NC5H11             2   357.000     5.176     0.000     0.000     1.000          
C5H11_2            2   357.000     5.176     0.000     0.000     1.000
C5H11_3            2   357.000     5.176     0.000     0.000     1.000          
NC5H12             2   357.000     5.176     0.000     0.000     1.000          
C6H11_1            2   357.000     5.176     0.000     0.000     1.000          
C6H11_2            2   357.000     5.176     0.000     0.000     1.000          
C6H11_3            2   357.000     5.176     0.000     0.000     1.000          
C6H12_1            2   357.000     5.176     0.000     0.000     1.000          
C6H12_2            2   357.000     5.176     0.000     0.000     1.000          
C6H12_3            2   357.000     5.176     0.000     0.000     1.000          
C6H13_1            2   357.000     5.176     0.000     0.000     1.000          
C6H13_2            2   357.000     5.176     0.000     0.000     1.000          
C6H13_3            2   357.000     5.176     0.000     0.000     1.000          
NC6H14            2   357.000     5.176     0.000     0.000     1.000          
C8H14              2   357.000     5.176     0.000     0.000     1.000          
C8H14OH            2   357.000     5.176     0.000     0.000     1.000          
O2C8H14OH          2   357.000     5.176     0.000     0.000     1.000          
CH                 1    80.000     2.750     0.000     0.000     0.000          
CH2                1   144.000     3.800     0.000     0.000     0.000          
SCH2               1   144.000     3.800     0.000     0.000     0.000          
CH2(S)             1   144.000     3.800     0.000     0.000     0.000
ACH2               1   144.000     3.800     0.000     0.000     0.000          
CH2CO              2   436.000     3.970     0.000     0.000     2.000          
CH2CHO             2   436.000     3.970     0.000     0.000     2.000          
CH2O               2   498.000     3.590     0.000     0.000     2.000          
CH2O2H             2   498.000     3.590     0.000     0.000     2.000          
CH3                2   144.000     3.800     0.000     0.000     0.000          
CH3CHO             2   436.000     3.970     0.000     0.000     2.000          
CH3CO              2   436.000     3.970     0.000     0.000     2.000          
CH2HCO             2   436.000     3.970     0.000     0.000     2.000
CH3CO2             2   436.000     3.970     0.000     0.000     2.000          
CH3CO2H            2   436.000     3.970     0.000     0.000     2.000          
CH3CO3             2   436.000     3.970     0.000     0.000     2.000          
CH3CO3H            2   436.000     3.970     0.000     0.000     2.000          
