H + O2 <=> HO2,-0.027799576394836018
H2 + O <=> H + OH,0.05415087464077612
2 H + O2 <=> H2 + O2,-0.01015392567830914
H + OH (+M) <=> H2O (+M),-0.05598805238207392
H2 + OH <=> H + H2O,0.034572404058657025
O + OH <=> H + O2,0.10932968763652057
O + OH <=> H + O2,0.1555621804488511
2 OH (+M) <=> H2O2 (+M),0.021619284419141155
H + HO2 <=> H2 + O2,-0.0360672113234615
H + HO2 <=> 2 OH,0.0686994561425009
HO2 + OH <=> H2O + O2,-0.01015786972442319
HCO (+M) <=> CO + H (+M),0.16080287130400753
CO + OH <=> CO2 + H,0.1485889259475464
CH2O + H <=> H2 + HCO,-0.07417366639574847
CH2O + H <=> CO + H2 + H,0.10250703892734596
CH2O + OH <=> CO + H + H2O,0.010849719477752711
HCO + O2 <=> CO + HO2,0.01929927626876022
H + HCO <=> CO + H2,-0.11707235962873701
HCO + OH <=> CO + H2O,-0.02440095896961677
2 HCO <=> CH2O + CO,-0.015241461713760904
