H + O2 <=> O + OH,0.6794341102887432
H2 + O <=> H + OH,0.05976353476337431
H2 + OH <=> H + H2O,0.06404022825114569
H + OH (+M) <=> H2O (+M),-0.04157721703988116
H2O + H2O <=> H + OH + H2O,-0.03788115998756062
H + O2 (+M) <=> HO2 (+M),-0.09743387158250125
NH3 (+M) <=> H + NH2 (+M),-0.20479575537181452
NH2 + O <=> H + HNO,-0.05441097438785153
NH + NH2 <=> H + tHNNH,0.08548233361271977
N + NH2 <=> 2 H + N2,0.04270935517347152
NH2 + NO <=> NNH + OH,0.11157514554659381
NH + O <=> H + NO,-0.0543574882710672
NH + NO <=> H + N2O,-0.031780016685536046
HNO (+M) <=> H + NO (+M),0.03388227979765498
H + HNO <=> H2 + NO,-0.04681056387321629
