N2O (+M) <=> N2 + O (+M),0.03603763375432886
H + N2O <=> N2 + OH,-0.021721529958325984
H + O2 <=> O + OH,0.6770675068480627
H2 + O <=> H + OH,0.04432658665390359
H2 + OH <=> H + H2O,0.027431209862579155
2 OH <=> H2O + O,0.030511635915074047
H + O2 (+M) <=> HO2 (+M),-0.0882055009696665
H + HO2 <=> 2 OH,0.010195969946508551
H + NH2 (+M) <=> NH3 (+M),-0.18000802869130006
H + NH3 <=> H2 + NH2,-0.012742864866067946
NH3 + O <=> NH2 + OH,0.03731418464199864
NH3 + OH <=> H2O + NH2,-0.01642393165175819
H + NH2 <=> H2 + NH,-0.02176753274388696
NH2 + O <=> H + HNO,-0.06390739328848606
NH2 + O <=> H2 + NO,-0.02751958758512872
NH + NH2 <=> H + tHNNH,0.11433248162292915
NH + NH2 <=> H + cHNNH,0.05588048873323654
N + NH2 <=> H + NNH,0.023624877154621433
HNO + NH2 <=> NH3 + NO,-0.010343990393468266
NH2 + NO <=> H2O + N2,-0.026564925508206178
NH2 + NO <=> NNH + OH,0.08806938735687765
H + NH <=> H2 + N,-0.027151346871845033
NH + O <=> H + NO,-0.027553958385541817
NH + OH <=> H + HNO,-0.03184399442279229
NH + OH <=> H2 + NO,-0.013977690004023888
NH + OH <=> H2O + N,-0.010621651284476135
NH + NO <=> H + N2O,-0.02605024094258257
HNO <=> H + NO,0.03477215311539641
H + HNO <=> H2 + NO,-0.020446015839155823
tHNNH (+M) <=> cHNNH (+M),0.013371456547584194
tHNNH (+M) <=> H + NNH (+M),0.017311989235372065
H + tHNNH <=> H2 + NNH,-0.03949710138316092
NH2 + tHNNH <=> NH3 + NNH,-0.011877781215793259
cHNNH (+M) <=> H + NNH (+M),0.07878105358201797
H + cHNNH <=> H2 + NNH,-0.024883188472249382
H2NN <=> H2 + N2,-0.01475249758095684
